1643	500000
7085	22											
5783	13											
4726	13											
4584	7											
3394	15											
2885	21											
1537	18											
6169	22											
7413	13											
3921	2											
6761	6											
5557	12											
9304	23											
8105	9											
6903	14											
6723	19											
6453	11											
5543	16											
155	18											
830	8											
8392	17											
3094	3											
835	12											
3955	24											
999	10											
7560	12											
5189	22											
8314	13											
2702	1											
1128	13											
3378	20											
2639	11											
4442	15											
8986	5											
1166	18											
3133	23											
6025	24											
6409	5											
3915	1											
8388	5											
6697	24											
4315	5											
77	9											
3879	14											
9952	6											
2366	25											
1715	21											
5649	5											
9491	5											
3303	2											
6603	6											
1562	19											
3679	17											
4175	3											
4757	3											
1275	19											
6146	3											
4478	9											
6153	20											
439	20											
2753	3											
2139	11											
9419	4											
9832	5											
6318	22											
9833	13											
4234	25											
9806	17											
7707	3											
2518	9											
8151	19											
5010	1											
1668	3											
9260	16											
624	10											
1253	1											
6154	11											
6576	14											
3390	18											
8598	21											
2418	3											
7997	12											
9570	24											
4597	5											
8921	21											
6210	11											
2608	4											
4562	1											
8772	6											
8970	15											
970	20											
3106	25											
2508	2											
6267	17											
3505	23											
6994	1											
1173	4											
8938	25											
2796	4											
1139	14											
4816	22											
6643	25											
8805	21											
6960	14											
2712	2											
5271	6											
8445	7											
7220	18											
3509	2											
1169	25											
4159	9											
8221	7											
5673	11											
9746	5											
6107	9											
7892	24											
2363	14											
5086	2											
9747	9											
1161	6											
6724	19											
9	10											
2996	4											
7574	24											
7333	10											
7700	16											
9374	23											
3536	19											
1292	25											
8583	14											
3742	3											
1430	9											
4228	14											
7713	18											
6116	19											
7905	18											
1157	12											
6673	1											
4412	21											
9172	14											
8926	10											
2441	22											
9688	2											
6231	7											
9982	11											
7776	18											
7951	7											
801	24											
1667	19											
1046	15											
6821	1											
5880	14											
5304	17											
7018	15											
6492	7											
474	1											
6529	19											
619	24											
593	14											
9532	21											
2382	15											
5874	16											
6867	3											
5213	11											
5992	6											
9524	5											
8166	9											
1074	12											
2599	2											
7999	2											
2330	14											
6254	18											
2506	8											
5114	13											
2801	17											
4078	15											
942	5											
4396	25											
9914	14											
7441	1											
3376	10											
6840	14											
7358	19											
6571	14											
4770	15											
1695	15											
4416	6											
6101	13											
6420	22											
3511	13											
9232	8											
6109	23											
3738	18											
3667	7											
2020	22											
9538	25											
7551	5											
3392	8											
5386	14											
6953	19											
5062	8											
4407	18											
814	1											
4221	8											
2903	18											
608	5											
2214	8											
6148	25											
4444	13											
3833	24											
3535	1											
8769	24											
6744	2											
9640	9											
7356	18											
58	4											
5211	18											
6373	2											
6649	3											
2176	6											
5501	2											
299	18											
9727	22											
3611	25											
1297	7											
919	2											
9100	9											
2249	18											
1136	19											
5462	11											
7465	21											
3549	1											
3396	9											
9158	13											
2088	11											
1475	22											
8177	12											
2310	25											
2616	13											
143	16											
96	19											
6854	23											
419	24											
8721	8											
1493	22											
6892	20											
1956	2											
9055	19											
674	13											
7081	18											
7181	11											
5141	16											
2976	3											
1034	16											
864	17											
3524	9											
1727	1											
2521	4											
8207	3											
5718	18											
4853	8											
2595	1											
1264	1											
2657	21											
649	24											
9321	11											
3725	12											
5084	22											
4035	4											
4693	4											
959	7											
7065	12											
7288	5											
453	5											
8028	21											
2873	8											
9779	22											
9539	19											
1973	25											
4271	4											
2822	17											
6835	21											
9992	8											
6168	7											
644	2											
9579	11											
5460	13											
2853	25											
5834	18											
2620	20											
4209	12											
78	20											
1863	21											
284	10											
772	25											
5910	10											
4549	10											
4436	19											
2744	18											
4516	12											
925	16											
4951	7											
7147	1											
8878	14											
6512	11											
4897	6											
391	18											
3931	23											
5809	3											
5524	18											
7145	14											
5744	12											
8844	5											
3029	6											
8853	19											
2920	19											
8191	22											
3863	4											
4474	10											
8789	22											
1469	2											
5605	10											
966	20											
5647	19											
7230	2											
7160	25											
9259	8											
3503	23											
8727	22											
1644	2											
3175	14											
560	21											
3087	10											
9141	5											
2900	8											
6654	14											
6997	24											
642	22											
2311	14											
1671	12											
5446	13											
2527	21											
9060	11											
6145	9											
2566	1											
7791	12											
7340	3											
1632	11											
7449	8											
6784	23											
5216	18											
4573	3											
1382	10											
9910	14											
71	15											
8233	5											
6686	21											
8259	22											
5074	17											
5282	9											
5614	9											
7204	16											
6918	5											
4696	8											
1937	22											
138	19											
590	12											
6378	2											
5737	23											
4875	8											
6191	11											
7330	23											
7530	14											
1557	14											
1110	13											
9599	6											
8794	19											
7157	7											
120	5											
8880	23											
2212	24											
1054	8											
6655	8											
8710	20											
9505	20											
7457	5											
3498	13											
4942	25											
7570	13											
3623	4											
9224	13											
8412	2											
6437	24											
7050	10											
2888	6											
7524	25											
5101	18											
2582	19											
7632	18											
7972	23											
4374	1											
4632	21											
19	23											
2005	17											
4539	23											
1162	6											
2590	3											
7900	25											
1976	18											
7089	20											
668	9											
764	19											
4675	25											
4022	16											
3282	14											
5148	10											
8055	3											
3876	11											
2704	23											
8436	5											
3209	21											
744	17											
3060	18											
4196	5											
4574	5											
2113	7											
886	8											
6604	1											
191	24											
3809	16											
5052	12											
7016	22											
6936	17											
6181	5											
997	1											
9858	16											
5781	18											
1460	6											
5260	11											
5404	13											
547	8											
4417	22											
8230	1											
2889	9											
9438	8											
7378	5											
7799	4											
3039	22											
1980	16											
8566	2											
8323	24											
3936	16											
2633	19											
6645	19											
2077	16											
5168	4											
5136	22											
9720	11											
410	17											
2860	16											
5119	20											
4860	11											
7658	6											
7884	6											
9915	22											
4149	14											
2696	24											
4322	25											
6432	7											
2394	23											
6535	3											
471	7											
3614	3											
288	4											
8623	16											
1619	12											
915	4											
3562	19											
7544	2											
7187	12											
3189	5											
1472	25											
2377	10											
450	24											
1314	15											
6824	13											
34	12											
5256	21											
3426	11											
7471	23											
3700	12											
7561	9											
2246	25											
1255	17											
7810	15											
3713	7											
1500	16											
6457	10											
984	18											
4563	24											
4788	7											
1296	10											
3309	25											
260	21											
1152	10											
1920	9											
2185	10											
3978	25											
629	14											
4056	23											
9744	9											
6839	12											
329	1											
7102	21											
771	21											
8137	5											
94	22											
690	8											
8347	2											
117	9											
4183	9											
5389	5											
6495	10											
7757	17											
879	13											
5436	23											
1087	23											
865	19											
5342	19											
4013	9											
8847	11											
1346	15											
1234	14											
3138	6											
2863	20											
4639	16											
8754	20											
6438	15											
5603	19											
297	20											
2046	20											
5530	22											
5573	11											
6195	4											
3880	8											
9585	25											
4246	23											
3777	12											
1799	8											
7893	23											
8007	11											
712	24											
4700	3											
6439	18											
9736	3											
7834	16											
5639	16											
5030	2											
4215	25											
9724	12											
1273	25											
4978	13											
1102	17											
8544	6											
4178	14											
1708	3											
7063	15											
4180	25											
6853	23											
1405	12											
554	10											
4453	1											
2683	14											
852	8											
2992	14											
3015	17											
3887	23											
7866	4											
519	6											
8979	11											
8667	3											
2956	13											
4790	22											
9270	13											
4082	8											
1620	1											
5708	16											
4949	4											
1179	25											
7425	2											
6087	12											
1618	17											
3166	7											
1683	17											
5722	12											
4093	13											
9666	20											
9800	4											
7550	22											
6583	3											
8838	20											
9480	24											
2672	11											
9177	3											
8215	1											
8422	9											
1642	8											
6161	4											
2459	6											
1246	9											
8513	9											
4226	1											
7665	7											
9478	17											
5811	4											
2470	11											
9322	22											
6988	13											
6218	17											
5338	6											
9656	9											
3698	23											
1625	1											
621	10											
9171	11											
822	19											
3351	11											
8937	1											
9551	18											
6413	2											
3449	24											
4463	24											
9249	22											
860	24											
98	13											
9216	10											
522	16											
2842	3											
1226	6											
5005	20											
4466	23											
7947	17											
8095	13											
5948	12											
4742	6											
2611	7											
9392	25											
4960	24											
2490	14											
6347	17											
1075	4											
1608	13											
1076	13											
5413	23											
1626	12											
5855	17											
4009	17											
7598	2											
9825	20											
7037	18											
4397	22											
9469	20											
7979	18											
8214	14											
1650	21											
2519	19											
8677	23											
4325	11											
7605	13											
5295	19											
6999	8											
1960	23											
5677	16											
3328	19											
5635	10											
9082	2											
7861	11											
9056	16											
3930	20											
7585	8											
3143	21											
9500	7											
1905	22											
2048	20											
940	24											
6465	17											
4617	17											
4461	24											
8687	22											
2202	20											
1571	2											
811	8											
1835	22											
4932	15											
9847	15											
4002	3											
3242	15											
1235	3											
9556	7											
7273	2											
2593	5											
3103	20											
347	18											
1141	18											
3058	1											
4337	3											
7915	1											
3790	20											
5749	12											
2299	13											
2360	19											
247	25											
2803	10											
2092	8											
2297	5											
2902	12											
8528	1											
7618	18											
1753	14											
9616	8											
4644	12											
5624	16											
4066	16											
63	4											
6170	23											
8122	1											
9896	13											
6113	13											
9129	8											
1658	9											
883	15											
9093	9											
4359	18											
7	21											
9101	3											
5242	7											
5301	12											
7468	21											
2747	7											
7903	9											
875	14											
8264	3											
4876	9											
9423	1											
9846	2											
6586	14											
2995	10											
4685	16											
2998	22											
4422	22											
7366	19											
3041	6											
5822	1											
13	17											
8115	13											
2219	8											
7014	9											
9420	18											
4596	1											
8073	14											
3023	24											
7635	22											
6277	19											
1844	22											
1882	14											
656	2											
6987	10											
3847	21											
374	15											
3735	15											
3153	5											
9326	3											
8694	5											
8959	1											
4101	10											
7034	20											
3419	15											
3173	11											
9816	5											
7445	17											
4037	16											
8389	13											
9680	19											
9477	14											
910	10											
5830	5											
1450	25											
9278	18											
403	10											
5337	4											
7434	3											
9503	18											
3288	23											
5760	18											
3920	7											
8309	5											
6441	19											
8036	4											
7750	5											
8101	25											
7192	13											
1281	9											
5840	9											
7161	19											
1943	8											
5273	16											
7709	12											
8147	4											
3190	3											
5397	2											
718	15											
4606	17											
8630	8											
9888	1											
6015	19											
